decimalLongitude,decimalLatitude,institutionCode,catalogNumber,geodeticDatum,coordinateUncertaintyInMeters,minimumElevationInMeters,occid,recordID
7.5251,57.9896,O,81763,WGS84,2335,1,2081878,urn:uuid:8cfe888b-d522-426a-9a28-ab21dcdbd31c
11.61271,57.98978,GB,GB-0177398,unknown,8480,0,3901645,urn:uuid:434641b7-cf42-43e3-9e9e-e317e5bb8345
13,58,S,F66999,unknown,,,4237511,urn:uuid:df076371-f695-4b93-b7ae-d89182465bf5
14,58,S,F67001,unknown,,,4237513,urn:uuid:e809a442-94b2-4e0e-80bd-b07f64c3dce1
11,58,S,F67183,unknown,,,4237669,urn:uuid:e0ae6e74-e5cb-44e5-aa18-efe417869944
11,58,S,F67185,unknown,,,4237670,urn:uuid:28a4598a-93a0-4997-9478-fb1b96be78b6
11,58,S,F67186,unknown,,,4237671,urn:uuid:0dfc8597-de91-43c3-a743-a73a778e0ef8
13,58,S,F67187,unknown,,,4237672,urn:uuid:32e27d99-43c7-40a8-95ec-a99849b87956
13,58,S,F67189,unknown,,,4237674,urn:uuid:c1a08668-5a63-47ac-bb57-6d0aa5847af9
13,58,S,F67190,unknown,,,4237675,urn:uuid:5b6c5644-7d4c-4c58-a88e-c31bf1b1b099
12,58,S,F67191,unknown,,,4237676,urn:uuid:2465fe53-36be-4d4c-bff3-800fdc35cf4f
12,58,S,F67192,unknown,,,4237677,urn:uuid:333955d5-2c1c-4ba2-86f2-a16b43f9a86d
12,58,S,F67193,unknown,,,4237678,urn:uuid:68e871a2-0544-49a7-9397-9bb4b013c02d
12,58,S,F67194,unknown,,,4237679,urn:uuid:0bdc0a76-d915-4636-b45c-8eeebea4595e
13,58,S,F67195,unknown,,,4237680,urn:uuid:048eb03f-9326-4869-8eef-11ef57fcf5b8
12,58,S,F67197,unknown,,,4237682,urn:uuid:027e1e48-9ffe-4d32-995d-077d31c62cf3
12,58,S,F67207,unknown,,,4237688,urn:uuid:e93c8053-a695-458c-ae2b-265d7ea2b571
13,58,S,F67212,unknown,,,4237693,urn:uuid:a151e8b6-ad6c-4501-8df3-129d7ef078bc
16,58,S,F67214,unknown,,,4237695,urn:uuid:e353d951-d5e6-4f2c-bd01-f7d672687a47
16,58,S,F67215,unknown,,,4237696,urn:uuid:89e18c9d-13d0-474f-a205-8adc5514dfc4
15,58,S,F67216,unknown,,,4237697,urn:uuid:bb618e74-b217-4164-8110-d24692c59558
16,58,S,F67219,unknown,,,4237700,urn:uuid:f39d60e8-9317-4f24-999a-bd3d3288299a
16,58,S,F67220,unknown,,,4237701,urn:uuid:3f040eae-1661-4d6f-b07e-c0b59ef89e57
15,58,S,F67221,unknown,,,4237702,urn:uuid:312dc7c9-04ee-4572-bbf0-15a92af24c2e
16,58,S,F67223,unknown,,,4237704,urn:uuid:ab3f90c5-0b40-4ade-befd-950b28f05086
16,58,S,F67224,unknown,,,4237705,urn:uuid:bd833b3f-37e3-40ef-98a1-b4b4ae9d349a
12,58,S,F67228,unknown,,,4237709,urn:uuid:86ab6fbc-572c-4c4f-b7e5-9daae16a5170
12,58,S,F67229,unknown,,,4237710,urn:uuid:800069a5-f36c-43e4-ada7-ec7a47c8a583
11,58,S,F67230,unknown,,,4237711,urn:uuid:b9232c11-1561-4716-b312-732507378a24
11,58,S,F67232,unknown,,,4237712,urn:uuid:65d9a078-4f66-4088-a45a-a5c482f727e4
12,58,S,F67234,unknown,,,4237713,urn:uuid:7d5cfbd7-49c3-4a2e-ac72-c0b0187ee07b
12,58,S,F67235,unknown,,,4237714,urn:uuid:b7246f79-5546-4827-a344-adbda11e56a4
12,58,S,F67239,unknown,,,4237715,urn:uuid:bf00016d-a5f2-4336-a7b1-b66a5b24be20
12,58,S,F67240,unknown,,,4237716,urn:uuid:dfbee8fc-acec-47c0-9817-9b775d4f5dfb
12,58,S,F67241,unknown,,,4237717,urn:uuid:72619796-fae5-48af-b482-292262d02ff5
12,58,S,F67242,unknown,,,4237718,urn:uuid:7b5f6022-a3de-4c60-8f3d-d6bfbd7350ae
15,58,S,F67260,unknown,,,4237734,urn:uuid:74d53193-b8db-4f6a-918e-09d538c180bb
15,58,S,F67270,unknown,,,4237744,urn:uuid:3da3f738-5103-4e31-b77f-7385f10c8e44
16,58,S,F67281,unknown,,,4237755,urn:uuid:840ce618-c655-42cf-8fba-8704d9ccd644
16,58,S,F67282,unknown,,,4237756,urn:uuid:b1b2631e-bf6f-4ad7-a4f2-bffd5c12d812
16,58,S,F67283,unknown,,,4237757,urn:uuid:44f2899a-020c-41ca-899b-67b6a0f8bba8
16,58,S,F67284,unknown,,,4237758,urn:uuid:e756495c-571c-4236-9dad-50ff93f16d66
16,58,S,F67285,unknown,,,4237759,urn:uuid:cdec60ed-8664-4575-9231-a4a934384c37
17,58,S,F67286,unknown,,,4237760,urn:uuid:7876acd6-5c8b-48e0-bf17-ecee1df850f5
16,58,S,F67288,unknown,,,4237762,urn:uuid:22d90efe-4bc5-400e-9ba2-2206955379d8
16,58,S,F67289,unknown,,,4237763,urn:uuid:bcfdc4b6-aa7b-4d1e-afb7-7e7315d1c949
17,58,S,F67290,unknown,,,4237764,urn:uuid:c33eca33-e9a3-447a-b25d-23e115bf1e90
17,58,S,F67294,unknown,,,4237768,urn:uuid:07cf1005-b8aa-48d2-911e-f6df256822d2
16,58,S,F67295,unknown,,,4237769,urn:uuid:3644115b-d921-4534-8d64-261fbf4f4b14
12,58,S,F68124,unknown,,,4238574,urn:uuid:08f0770e-5ff1-4c01-84e9-8e8dcc67a5d2
12,58,S,F68125,unknown,,,4238575,urn:uuid:110f54ac-db64-4ba8-b2c6-d0046d0ebfde
15,58,S,F68127,unknown,,,4238577,urn:uuid:5540ec93-ba02-47ad-bb63-c466fcdbc88c
12,58,S,F68129,unknown,,,4238579,urn:uuid:c1f9bcf1-c8ff-41c0-a2de-25660e0bdf90
16,58,S,F72575,unknown,,,4242350,urn:uuid:f842adb5-c29c-41fe-a1dd-8e7e1dfa1de7
17,58,S,L24472,unknown,,,4175639,urn:uuid:9e1d8b53-e936-452d-9dd2-30491223b3d3
11.883333,58.016667,WIS,WIS-L-0044584,WGS84,1495,,1100248,urn:uuid:c170d2d5-12b5-42ad-b325-272ef15c82f6
7.4376,58.0186,O,81765,WGS84,673,1,2081880,urn:uuid:58b5e64d-f1f4-4825-b4b5-306b7e687b12
7.49585,58.02114,LD,1077937,unknown,,,3938252,urn:uuid:ea5adef1-b438-4729-89ff-236466197184
12.7072,58.03062,GB,GB-0177673,unknown,4125,0,3901920,urn:uuid:001b112e-1505-4a76-a856-eff95c6f07d2
-64.0333,58.0333,CMN,CANL 10002849,unknown,,640,462483,urn:uuid:cff5b9e8-48d6-4ce5-b6a1-a1de3d18b3c4
-64.033333,58.033333,WIS,WIS-L-0044609,unknown,,640,1100273,urn:uuid:38cdf869-7730-49be-9d31-286eebd7b40f
-92.85825,58.05727778,WIN,L_008427,NAD83,100,,5002665,urn:uuid:4735825c-a529-4c5d-8eb9-ae58e66062ce
-92.85858333,58.05863889,WIN,L_008428,NAD83,100,,5002666,urn:uuid:d57aaa28-a8c9-4d4c-84de-d10ea556ee3d
6.7287,58.0664,TRH,25711/1,ED50,1118,,3849652,urn:uuid:98836473-3d84-494c-b0a1-88c9419d086b
6.7233,58.0685,O,81755,WGS84,806,1,2081870,urn:uuid:cdd1bed8-61d5-4afa-a0b8-5688ed4496dd
13.17891,58.08172,GB,GB-0177419,unknown,6026,0,3901666,urn:uuid:f3574ee2-df1a-45e4-b04e-85e3f90ad6c4
-70.7,58.0833,CMN,CANL 10002841,unknown,,,462194,urn:uuid:6235603b-91a3-4016-a09c-1a63c121dfea
-93.0333,58.0833,CMN,CANL 10003296,unknown,,,470607,urn:uuid:6c7f4fc6-8d79-4f0f-81b1-6fd0085c0a22
-70.7,58.0833,CMN,CANL 10003301,unknown,,,462239,urn:uuid:66db95fa-4c87-4ae8-859c-020e3c7eb78b
-70.7,58.083333,QFA,QFA0303820,unknown,,,2659558,urn:uuid:238776e4-4265-4f72-8bc7-68a8f8749bc8
-70.7,58.1,QFA,QFA0303819,unknown,,,2659559,urn:uuid:855916ee-29e1-4486-816c-84c9f20135ac
11.51221,58.10632,GB,GB-0177392,unknown,500,0,3901639,urn:uuid:d8829f42-2026-4457-a636-75ff68d673d1
13.25109,58.1083,GB,GB-0177422,unknown,5144,0,3901669,urn:uuid:1b92984b-ad44-411e-a640-9175d36c0a64
22.18666667,58.11,LD,1279168,unknown,,,3957142,urn:uuid:533646b7-bed0-4cdc-a4ae-c444b405d6bf
-92.88841667,58.11488889,WIN,L_008420,NAD83,100,,5002651,urn:uuid:55e3bfea-5d83-4edb-90e4-7548feaa832c
-92.88986111,58.11547222,WIN,L_008410,NAD83,100,,5002642,urn:uuid:bae0e2e6-f7bb-45b7-8af0-0769e4009442
-92.88986111,58.11547222,WIN,L_008412,NAD83,100,,5002644,urn:uuid:01f0f3da-d50a-4c23-a5f3-bd5d4c95ec3e
-92.88819444,58.11563889,WIN,L_008409,NAD83,100,,5002641,urn:uuid:7a370634-2c47-4319-bb7b-d5243fa322f8
13.33587,58.11645,GB,GB-0177423,unknown,4518,0,3901670,urn:uuid:86bf5182-a987-498d-8614-aa7026b891e1
-92.96525,58.13019444,WIN,L_008414,NAD83,100,,5002646,urn:uuid:9b11f26c-d671-413d-b375-5827f1673f30
-92.96525,58.13019444,WIN,L_008426,NAD83,100,,5002664,urn:uuid:22862b6c-80eb-41ba-a5ad-fc49cd023274
-92.86655556,58.13025,WIN,L_008398,NAD83,100,,5002632,urn:uuid:fe50a073-06f9-4136-b369-e76fcb97a99b
-92.86655556,58.13025,WIN,L_008406,NAD83,100,,5002638,urn:uuid:b9231cae-6be7-49c6-9847-cf7c15668da3
-92.86655556,58.13025,WIN,L_008407,NAD83,100,,5002639,urn:uuid:d1d6f9c2-8554-43ac-9fd1-f90c3f3802f5
-68.283333,58.133333,QFA,QFA0303821,unknown,,76,2659550,urn:uuid:6f9a511a-bc57-4583-a889-7a7d3e4b12ce
-68.283333,58.133333,WIS,WIS-L-0044649,unknown,,76,1100313,urn:uuid:8faef48b-7254-4d41-9e73-f0d8c3aeb498
-68.283333,58.133333,WIS,WIS-L-0044510,unknown,,76,1100541,urn:uuid:9ecd7286-b68b-42be-b88e-e360ab835536
-92.86708333,58.13627778,WIN,L_008408,NAD83,100,,5002640,urn:uuid:8b883444-cc8b-4aa1-bb4f-748b261fd19d
12.98460975,58.14212409,OHN,112192,unknown,,,3886829,urn:uuid:fe08204e-2c6d-48c1-af1a-3de5045bce3e
12.98460975,58.14212409,OHN,112333,unknown,,,3886843,urn:uuid:8a36dbbe-9f94-459e-90b5-15c3cb372e60
6.6352,58.1446,O,81753,WGS84,1379,140,2081868,urn:uuid:7b0d6e13-de63-4c36-933b-522a757cbfeb
-93.83622222,58.174,WIN,L_008399,NAD83,100,,5002633,urn:uuid:4cf2e09f-5635-4162-aa56-e412778ff4f7
-93.83622222,58.174,WIN,L_008442,NAD83,100,,5002667,urn:uuid:386035e4-49e9-425f-8aca-bd7ea9a3c685
-93.83622222,58.174,WIN,L_008447,NAD83,100,,5002672,urn:uuid:296ff652-320b-451e-82e1-36477bb78ee9
-93.83652778,58.17477778,WIN,L_008400,NAD83,100,,5002634,urn:uuid:e8c5ea5e-c94f-4da3-aba2-944deed93c29
-93.83652778,58.17477778,WIN,L_008401,NAD83,100,,5002635,urn:uuid:a3894098-f662-4601-9ae2-ae957a59199d
-93.83652778,58.17477778,WIN,L_008402,NAD83,100,,5002636,urn:uuid:2172b809-e95e-4180-b85a-ad4a6f8b1a8c
-93.83652778,58.17477778,WIN,L_008403,NAD83,100,,5002637,urn:uuid:f6558dbb-6cc0-4828-a200-07922527f04e
-93.83652778,58.17477778,WIN,L_008446,NAD83,100,,5002671,urn:uuid:bd654527-b371-4d3f-b6a4-e4b1ec26be8f
-93.83652778,58.17477778,WIN,L_008448,NAD83,100,,5002673,urn:uuid:3d3110c1-6d34-4320-945c-c43dac43d823
7.9799,58.2065,O,104071,WGS84,71,220,2101942,urn:uuid:35944de4-6ffc-4468-838e-afd6e91475c0
13.42905,58.21768,GB,GB-0177415,unknown,6025,0,3901662,urn:uuid:cbc249ec-be80-4cca-bfb2-951ee4b17733
8.3827,58.2342,O,140771,WGS84,992,1,2118153,urn:uuid:2bba3946-aaae-482c-82d3-ed98e6dfe33f
7.1906,58.2655,O,81761,WGS84,112,90,2081876,urn:uuid:e78c2dc8-0a87-4410-8253-a244f3b25233
-155.8839,58.26553,ALA,UAMb:Herb:52370,NAD83,30,1140,2586627,urn:uuid:52b34025-5a5c-4cfe-9fd1-fec76c7a3eb9
-155.8839,58.26553,ALA,UAMb:Herb:52371,NAD83,30,1140,2586628,urn:uuid:2ee9fced-aac4-4d1c-81fa-23c8c9fd5f0a
-93.49372222,58.28136111,WIN,L_008395,NAD83,100,,5002630,urn:uuid:59b4f90f-8c4c-4426-9bd1-c1cb5a2a4aba
-134.4,58.283333,WIS,WIS-L-0044657,unknown,,,1100321,urn:uuid:f46f5bf2-2848-47a4-958e-c9a1326e96e8
-134.4,58.283333,COLO,COLO-L-0008171,unknown,,,1617590,urn:uuid:e168fd7a-699c-4cbe-8644-582edac26655
-134.42,58.3,UBC,L51200,unknown,590,,4369764,urn:uuid:d75f1aee-0829-48c2-a1c3-0c7c940167b4
-77.883333,58.3,QFA,QFA0152314,unknown,,,2659347,urn:uuid:4de57735-75f9-4343-b365-d071136313d4
12.41874134,58.30394188,GB,GB-0116278,unknown,100,0,3891708,urn:uuid:b5abff91-eb4b-4e53-a7b6-c031a8c103e2
-92.98194444,58.30527778,WIN,L_000039,NAD83,100,,4998271,urn:uuid:a072909b-4676-42f5-85cc-ff675aeea2ed
-92.98194444,58.30527778,WIN,L_000038,NAD83,100,,4998274,urn:uuid:688b78be-a91c-4432-ad49-b962042bbdb0
-92.98194444,58.30527778,WIN,L_000002,NAD83,100,,4998275,urn:uuid:1062c8dc-64e8-46b4-9de6-c970064e5329
-92.98216667,58.30544444,WIN,L_000041,NAD83,100,,4998226,urn:uuid:2392e823-be80-4e5b-9cd9-99e70459cb16
-70.05,58.316667,QFA,QFA0303808,unknown,,,2659564,urn:uuid:c155555a-6bfc-4d19-b56e-14e5b7ded3ec
-70.05,58.316667,QFA,QFA0303809,unknown,,,2659555,urn:uuid:20c16a0e-5587-4662-8c82-e0fc47ca5e60
-70.05,58.3167,CMN,CANL 10002847,unknown,,,462244,urn:uuid:5200cd35-3172-476e-8412-45c60d6c33e0
-70.05,58.3167,CMN,CANL 10003306,unknown,,,462245,urn:uuid:9f19faac-d668-41f2-9bd7-d15fd33ac132
13.41687,58.32336,GB,GB-0177431,unknown,5175,0,3901678,urn:uuid:20dcd51a-f3c3-401c-a86c-63322e0c7fcb
12.41207,58.32903,LD,1072385,unknown,,,3937018,urn:uuid:9914f421-cec5-45b3-883b-573144d2373b
-93.31280556,58.33105556,WIN,L_008391,NAD83,100,,5002627,urn:uuid:5f81f13e-011c-40e3-9b31-e06d8b1f9502
-68.9667,58.3333,CMN,CANL 10002840,unknown,,,462215,urn:uuid:8b25b4a7-cbcc-4806-bf3e-cf032d057d30
-68.966667,58.333333,QFA,QFA0303812,unknown,,,2659517,urn:uuid:3a238ae9-47bb-4e07-98c7-b82db3cfbe44
-68.966667,58.333333,QFA,QFA0303813,unknown,,,2659561,urn:uuid:a96853df-c43e-41f8-bce7-68ec1ca2a7c2
-134.55,58.333333,WIS,WIS-L-0044670,unknown,,30,1100334,urn:uuid:600f5e7e-1d69-4591-8b49-33b3e975169e
11.91407803,58.34433898,GB,GB-0209095,unknown,300,0,4873841,urn:uuid:bc26299a-ba37-40a2-a1c3-575620466587
12.3093988,58.34829561,GB,GB-0177432,unknown,1000,0,3901679,urn:uuid:a901d0f9-d46d-40ba-a281-a6da85744bb1
12.26596,58.3571,LD,1072321,unknown,,,3937004,urn:uuid:e60d9869-24b7-4999-aa03-0b3244f98b56
12.26596,58.3571,LD,1072513,unknown,,,3937046,urn:uuid:bb15120e-381e-4f3d-9798-8c675e3744cc
-66.646219,58.358453,QFA,QFA0637070,WGS84,,104,5418557,urn:uuid:f1c3886b-d320-4790-bc41-46e745375b97
11.33653105,58.37205418,GB,GB-0207420,unknown,100,0,4873628,urn:uuid:fc6c41ba-435c-4eee-b45a-b54b920d509b
-134.178781,58.3727,LD,1001072,unknown,,,3918216,urn:uuid:9d417798-c125-4598-85ff-5b5e0e38f4c2
11.25063422,58.37729285,GB,GB-0207416,unknown,100,0,4873624,urn:uuid:0fcc419b-b843-4e5b-b784-667822fb0b0c
-67,58.383333,QFA,QFA0303811,unknown,,,2659388,urn:uuid:00ce937b-bf70-444e-8f1d-487e6a4377de
11.29879122,58.38349526,GB,GB-0207418,unknown,100,0,4873626,urn:uuid:6ae5b828-d77a-484a-8641-0d9875cbb520
11.30265042,58.38812648,GB,GB-0207422,unknown,100,0,4873630,urn:uuid:74b53d0f-9f23-413d-910e-7e018b53ac4a
13.57487,58.38828,GB,GB-0177424,unknown,1000,0,3901671,urn:uuid:7f3e32c3-039e-42d9-812d-e80b42f5865e
13.57487,58.38828,LD,1072193,unknown,,,3936981,urn:uuid:bd739f72-1cd1-4370-bd5a-e56cc8898991
13.57487,58.38828,LD,1072257,unknown,,,3936992,urn:uuid:c788e853-6498-418f-a699-df7e79f9398e
13.57721112,58.38863608,GB,GB-0177427,unknown,1000,0,3901674,urn:uuid:bfe15527-6251-49db-aafc-ade15b183df7
13.57721112,58.38863608,GB,GB-0177428,unknown,1000,0,3901675,urn:uuid:20431e6a-80ca-4e28-bc64-eb30d38e2b00
13.57721112,58.38863608,GB,GB-0177429,unknown,1000,0,3901676,urn:uuid:647dedf2-b19b-4091-8b02-0f5baf2fc1d3
13.44472,58.38878,GB,GB-0177664,unknown,4837,0,3901911,urn:uuid:01c6b590-a988-46f0-8933-2a2db5fcd23d
11.30079625,58.39057847,GB,GB-0207423,unknown,100,0,4873631,urn:uuid:ba131fdd-1cf8-4e71-9002-6d8be1dcfaa3
11.30151125,58.39168251,GB,GB-0207417,unknown,100,0,4873625,urn:uuid:444a0632-0b6f-4fd0-8b45-674e1b9fb161
-93.39616667,58.40261111,WIN,L_008434,NAD83,100,,5002659,urn:uuid:439c3294-1adb-43f7-a3bc-354468f74046
-93.39616667,58.40261111,WIN,L_008433,NAD83,100,,5002660,urn:uuid:abad5902-bedd-4f34-aa20-0e707fb2f8c7
-93.39616667,58.40261111,WIN,L_008432,NAD83,100,,5002661,urn:uuid:bb6ecf95-7e25-4a69-83df-a0e13c4f3e00
-93.39616667,58.40261111,WIN,L_008431,NAD83,100,,5002662,urn:uuid:1bd23c5b-7733-4e3f-9ed4-761cc6cfd4e3
-93.39616667,58.40261111,WIN,L_008430,NAD83,100,,5002663,urn:uuid:237d6cb8-969b-4fcd-bccd-054888c111a7
-93.39616667,58.40261111,WIN,L_008444,NAD83,100,,5002669,urn:uuid:9ec5f04f-c37a-43ba-acf4-33feac5650c9
-93.39616667,58.40261111,WIN,L_008445,NAD83,100,,5002670,urn:uuid:fdc2e367-f117-41bc-95f7-b7eef27005ae
-93.56497222,58.40369444,WIN,L_008421,NAD83,100,,5002652,urn:uuid:a5bac5a0-0434-4eac-8e3e-72f218ead999
-93.06625,58.40744444,WIN,L_001141,NAD83,100,,4998303,urn:uuid:0c6879c5-8468-4655-9c80-d570c33c26fb
15.6168138,58.41112081,OHN,218969,unknown,,,3885753,urn:uuid:43ce48a3-912c-4fef-83d0-81a74547b86b
-134.5492,58.4153,ALA,UAMb:Herb:52962,NAD83,50,15,2887408,urn:uuid:392cf6b4-4833-4137-a1f3-753e0ff82f05
-101.916667,58.416667,WIS,WIS-L-0044598,unknown,12188,,1100262,urn:uuid:3f1d4c01-56ec-4c18-bfb8-d7e9fa0ac41e
-101.167,58.4167,CMN,CANL 10002859,unknown,,,470301,urn:uuid:3a13148c-84bf-4872-8e0d-c56b8241b8ab
-101.917,58.4167,CMN,CANL 10002858,unknown,,,470302,urn:uuid:51369a90-63d5-4587-ab15-dbe87d0be0aa
-78.67,58.42,UBC,L1137,unknown,590,,3060694,urn:uuid:ad6ea532-4ad9-4c84-9c86-f5a4843c2336
-69.3,58.433333,QFA,QFA0303817,unknown,,,2659551,urn:uuid:b4ab9c04-9466-4579-b496-9ac785dd5da3
-69.3,58.433333,WIS,WIS-L-0044511,unknown,,,1100542,urn:uuid:4e22fd5d-1f9b-4e1d-8430-c09e1abf5e68
-66.615256,58.437742,QFA,QFA0637068,WGS84,,48,5418555,urn:uuid:1df5f7b1-38a8-4d36-b041-4ceff1d42d11
11.37457529,58.442422,GB,GB-0207421,unknown,100,0,4873629,urn:uuid:d9f36c6c-af61-4f3d-a77d-438f79e8565b
11.30667506,58.44913295,GB,GB-0207419,unknown,100,0,4873627,urn:uuid:20d45ddc-9c30-42d6-a61c-10c781754b16
-68.466667,58.45,QFA,QFA0303806,unknown,,,2659565,urn:uuid:7c7ee1fa-38dc-48f6-b222-df55a22c5009
-78.15,58.45,WIS,WIS-L-0044507,WGS84,3036,,1100538,urn:uuid:776254ce-5a43-48bd-9463-4af97a7f2e0e
-68.4667,58.45,CMN,CANL 10003308,unknown,,,462229,urn:uuid:9e62066c-48f6-4845-abe5-62897faccebb
-124.883,58.45,CMN,CANL 79479,unknown,,1524,471044,urn:uuid:90cb47ca-6e5c-45ff-9149-6e612f4941fc
-68.25,58.45,CMN,CANL 10003302,unknown,,61,474659,urn:uuid:76f550ac-9db3-4ec7-b410-08ee2f7b31b1
-78.11,58.45,WIS,WIS-L-0044647,unknown,,15,1100311,urn:uuid:da09c776-cc7c-4af9-97a8-454bffe25e76
12.22211,58.45779,GB,GB-0177412,unknown,11232,0,3901659,urn:uuid:a001de13-558b-41a0-b0c3-3e91accf7130
-93.20980556,58.46688889,WIN,L_001158,NAD83,100,,4998324,urn:uuid:320f445f-401b-4baa-be17-640b60951d30
-93.20972222,58.46694444,WIN,L_000127,unknown,,,4998315,urn:uuid:52e72ead-1d50-4c3f-9cc4-ea695619b7c6
-93.20972222,58.46694444,WIN,L_000129,unknown,,,4998317,urn:uuid:53c2c0c8-4f71-48fe-8fca-3b3fecaded0a
-93.20972222,58.46694444,WIN,L_000131,unknown,,,4998319,urn:uuid:5e68f9fe-a498-4494-9bfb-65d9944626a7
-93.20972222,58.46694444,WIN,L_006606,unknown,,,5001549,urn:uuid:b2104259-d28d-4b54-b6c6-92f8541043f5
-93.20972222,58.46694444,WIN,L_006607,unknown,,,5001550,urn:uuid:97e13ac5-88e1-4840-a079-d8f584167ad6
-77.234566,58.46716591,QFA,QFA0627778,unknown,,93,4772341,urn:uuid:3191bb26-457d-4957-8880-25ddfd3d6251
8.7934,58.4695,O,81745,WGS84,602,1,2081860,urn:uuid:7bb14bcb-5782-411c-9df5-6d50ab75423b
-125.14,58.5,UBC,L11038,unknown,590,1829,3060665,urn:uuid:f1aa0339-d5e3-473b-a252-d89f0d956748
-125.133,58.5,CMN,CANL 105058,unknown,,1829,449254,urn:uuid:204366ef-0ef3-419c-964f-9e3acfa08c73
16.34652,58.50149,LD,1072769,unknown,,,3937102,urn:uuid:843a7115-bc44-4e8a-af1f-583d81908749
16.34651912,58.50149999,GB,GB-0177438,unknown,800,0,3901685,urn:uuid:0ab39a51-12d3-4fe3-bb5e-cf0be3206c4b
16.34651912,58.50149999,GB,GB-0177439,unknown,800,0,3901686,urn:uuid:9c574c81-2eda-405a-aa99-b7049b7b7e68
-93.47122222,58.51047222,WIN,L_008411,NAD83,100,,5002643,urn:uuid:452b2295-e953-4fc8-a488-51e956bb4074
-93.47122222,58.51047222,WIN,L_008436,NAD83,100,,5002657,urn:uuid:6816db1c-3a83-4e2f-b1b4-64acc21580ab
-134.087901,58.510777,WIS,WIS-L-0044656,WGS84,12426,,1100320,urn:uuid:b7f4c72f-5d0d-47c0-b371-d75a9ec01d17
-134.087901,58.510777,WIS,WIS-L-0044658,WGS84,12426,,1100322,urn:uuid:c2ca82f8-8f41-4673-84cf-b31b875557e0
-134.087901,58.510777,WIS,WIS-L-0044674,WGS84,12426,,1100338,urn:uuid:531f16df-e60d-43e1-ae34-0384aafb00c4
-134.087901,58.510777,WIS,WIS-L-0044675,WGS84,12426,,1100339,urn:uuid:21966d43-9d1f-408c-a78a-dd68b8782af5
5.7688,58.5311,TRH,15980/1,WGS84,10,,3844821,urn:uuid:6c3ada97-4282-4941-9297-089934e338a6
-66.1167,58.5333,CMN,CANL 10003298,unknown,,,462231,urn:uuid:64685542-736c-4d7c-9266-4b7cacd588fd
-66.116667,58.533333,QFA,QFA0303807,unknown,,,2659563,urn:uuid:b309bdcb-081e-449d-b642-d7786cc81410
16.601424,58.55583,MIN,688543,WGS84,1494,,329561,urn:uuid:912b6bab-70d7-4ec9-adfa-492275bcee15
5.68055,58.56469,O,81787,unknown,16658,61,2081901,urn:uuid:e5850471-c146-4a1c-8073-3f055667f1b8
13.43064,58.57326,LD,1425994,unknown,,,3960516,urn:uuid:cf241a0d-162a-430b-82be-edf9fd7dea6f
13.43064,58.57326,LD,1464814,unknown,,,3963609,urn:uuid:dd67ab38-6f9b-4154-b427-e1dd5264675c
13.43063929,58.57326839,GB,GB-0177667,unknown,0,0,3901914,urn:uuid:64294470-6147-45ff-aada-2ebda441ec8d
9.0568,58.5895,O,81728,WGS84,2234,1,2081843,urn:uuid:9530b473-2bdb-40af-b337-e4cea596957e
16.1892246,58.5900023,LD,1072833,unknown,,,3937116,urn:uuid:0c4ea435-23d1-4614-9b4e-bdd64fe5d821
9.0593,58.5931,TROM,480174/1,ED50,2040,,3858334,urn:uuid:3a058a94-ba8e-4010-9b69-0055c4c9b171
16.10622,58.59592,GB,GB-0177442,unknown,14192,0,3901689,urn:uuid:5d38e460-af0f-421c-8c5c-c7e758922a21
16.73908,58.59777,LD,1072705,unknown,,,3937088,urn:uuid:43447e2f-9701-4ce9-9feb-2921d011b9df
7.865,58.6006,O,227463,unknown,,335,3792424,urn:uuid:15953c45-1b0b-46c4-9890-fa497f4865f9
-159.975394,58.604249,ALA,UAMb:Herb:62297,NAD83,2000,40,5043120,urn:uuid:6493ae96-d7e8-43d1-b82a-2d26b144c8ed
-159.975394,58.604249,ALA,UAMb:Herb:62298,NAD83,2000,40,5043342,urn:uuid:a868abf0-fc8c-4668-8649-cdb5873e7c35
-159.975394,58.604249,ALA,UAMb:Herb:62299,NAD83,2000,40,5043245,urn:uuid:310aa23b-10dd-4622-b9f5-95b1a93fe075
-159.975394,58.604249,ALA,UAMb:Herb:62300,NAD83,2000,40,5043172,urn:uuid:0bfcb890-8404-4bda-aa11-3e8739b3c261
11.7833333,58.6166667,ASU,ASUL034569,WGS84,,135,73149,urn:uuid:2d3880a4-08df-475c-9f43-77a6fc0b1720
-134.5,58.61667,WIS,WIS-L-0113845,WGS84,587,,1650297,urn:uuid:c195b46d-3e93-4366-885c-d369ad62387c
11.29017737,58.62114049,GB,GB-0209072,unknown,100,0,4873818,urn:uuid:ad5cf0db-0cc9-4bb6-8891-db7324d82d8c
9.1128,58.6254,O,81717,WGS84,292,1,2081832,urn:uuid:0aaf2b41-cb3d-42fa-92c7-f25fee6b277c
9.1128,58.6254,O,81718,WGS84,292,1,2081833,urn:uuid:de3015aa-dc29-49c8-9e76-a663f0908742
-93.814167,58.631389,WIS,WIS-L-0044707,WGS84,2267,,1100371,urn:uuid:30efb841-8572-4ee4-881c-91e753b11560
9.1343,58.6344,O,81731,WGS84,955,1,2081846,urn:uuid:48ca236d-3a5f-4cf1-a35a-17912001bfce
9.1343,58.6344,BG,12353,WGS84,955,1,2274938,urn:uuid:0ed3109f-7417-494e-9e75-590d5d88c5c3
